id,name,address,types,coordinates,rating,rating_n, international_phone_number ,populartimes,current_popularity,time_wait,time_spent
ChIJf2n5I6pZwokRwxotRRdpZ1g,MAD Bar and Lounge,"22 E 38th St, New York, NY 10016, USA","['night_club', 'bar', 'point_of_interest', 'establishment']","{'lat': 40.7500942, 'lng': -73.9809515}",4.8,63, +1 646-928-2550 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 50, 71, 82, 71, 53, 25, 21]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 53, 46, 28, 32, 35, 28, 28]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 57, 60, 64, 53, 21, 10, 10]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 32, 32, 25, 17, 25, 21]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 46, 64, 85, 82, 71, 53, 50]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 39, 39, 50, 46, 39, 17, 10]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 85, 96, 100, 71, 42, 17, 17]}]",,,
ChIJ8TP4iZlZwokRITFJkalDwsc,Serafina Italian Restaurant 38th Madison,"241 Madison Ave, New York, NY 10016, USA","['meal_delivery', 'bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.74996749999999, 'lng': -73.98117909999999}",3.8,228, +1 646-779-7667 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 2, 6, 6, 4, 16, 30, 44, 37, 25, 27, 32, 51, 67, 62, 32, 13, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 16, 32, 37, 39, 32, 48, 53, 55, 48, 46, 58, 65, 72, 62, 39, 32, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 6, 20, 16, 25, 34, 65, 88, 83, 76, 65, 76, 79, 83, 67, 44, 25, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 4, 13, 11, 18, 11, 18, 23, 34, 41, 62, 65, 72, 72, 67, 55, 44, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 18, 30, 27, 27, 30, 46, 60, 67, 72, 53, 53, 39, 41, 30, 23, 16, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 32, 58, 76, 72, 79, 79, 74, 69, 81, 100, 100, 60, 32, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 13, 27, 46, 72, 86, 86, 65, 51, 46, 60, 79, 72, 65, 51, 32, 0]}]",77,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0]}]","[45, 90]"
ChIJBRoSgwFZwokRUSh30OTrJ6A,Pershing Square,"90 E 42nd St, New York, NY 10017, USA","['cafe', 'bar', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","{'lat': 40.7520244, 'lng': -73.97782579999999}",4.2,4289, +1 212-286-9600 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 21, 50, 63, 55, 43, 30, 23, 24, 23, 27, 20, 16, 18, 15, 18, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 40, 66, 76, 66, 58, 58, 69, 72, 60, 38, 38, 33, 40, 29, 18, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 26, 61, 72, 73, 61, 53, 46, 38, 30, 29, 23, 26, 30, 24, 13, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 49, 83, 100, 93, 75, 61, 50, 41, 33, 24, 23, 18, 23, 24, 15, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 20, 43, 56, 60, 60, 49, 41, 40, 43, 40, 35, 32, 32, 18, 21, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 40, 61, 73, 73, 61, 44, 38, 29, 30, 24, 33, 26, 27, 16, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 41, 63, 66, 69, 58, 44, 30, 21, 15, 10, 15, 23, 18, 9, 0, 0]}]",2,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[60, 120]"
ChIJgbFrPwFZwokRiSXnTa5SUOs,Park Avenue Tavern,"99 Park Ave, New York, NY 10016, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.75021580000001, 'lng': -73.97868989999999}",4.3,1593, +1 212-867-4484 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 17, 32, 47, 65, 80, 82, 70, 55, 53, 56, 58, 56, 52, 40, 29, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 30, 47, 62, 79, 97, 100, 89, 81, 77, 82, 82, 75, 60, 45, 32, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 45, 65, 83, 91, 92, 87, 84, 81, 85, 79, 72, 64, 52, 35]}, {'name': 'Thursday', 'data': [21, 0, 0, 0, 0, 0, 0, 0, 27, 40, 56, 72, 87, 94, 88, 83, 75, 84, 91, 86, 79, 63, 57, 39]}, {'name': 'Friday', 'data': [24, 0, 0, 0, 0, 0, 0, 0, 33, 44, 50, 62, 76, 78, 73, 67, 67, 66, 63, 56, 57, 59, 60, 48]}, {'name': 'Saturday', 'data': [31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 52, 61, 63, 62, 61, 59, 57, 52, 46, 40, 37, 34]}, {'name': 'Sunday', 'data': [22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 52, 58, 55, 52, 54, 55, 59, 55, 49, 32, 0, 0]}]",3,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[60, 120]"
ChIJr8n0qQFZwokROeMsTjQXBL8,Bookmarks,"299 Madison Ave #14, New York, NY 10017, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7521259, 'lng': -73.97943400000001}",4.3,194, +1 212-204-5498 ,,,,
ChIJeTYtmQFZwokR6e5x7xxnTU0,United Restaurant & Tavern,"60 E 42nd St, New York, NY 10165, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7521236, 'lng': -73.9787747}",5,1,,,,,
ChIJZ38QVwFZwokRHFXpGj9Q9VI,La Brochette Steakhouse,"340 Lexington Ave, New York, NY 10016, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7498776, 'lng': -73.9774856}",4.5,440, +1 212-972-2200 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 5, 29, 35, 47, 58, 47, 58, 23, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 70, 100, 82, 52, 35, 58, 47, 58, 29, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 29, 17, 29, 17, 11, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 41, 70, 70, 64, 41, 52, 76, 88, 82, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 29, 47, 47, 35, 29, 58, 52, 76, 0, 0]}]",,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0]}]",
ChIJU4BXwxlZwokR0aB-pKkrjKU,Tartinery Café - Bar | Park Ave,"90 Park Ave, New York, NY 10016, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.75075029999999, 'lng': -73.9789857}",4.6,1007, +1 212-300-5838 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 36, 60, 76, 76, 67, 56, 48, 44, 44, 47, 44, 35, 22, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 26, 37, 62, 77, 88, 87, 85, 71, 68, 62, 70, 56, 37, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 54, 78, 92, 90, 85, 81, 75, 69, 55, 48, 26, 20, 7, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 35, 57, 77, 65, 59, 43, 54, 62, 65, 63, 62, 53, 39, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 31, 50, 71, 79, 100, 97, 93, 62, 52, 52, 55, 47, 30, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 52, 80, 92, 88, 76, 61, 56, 38, 29, 17, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 52, 79, 97, 94, 80, 63, 56, 42, 0, 0, 0, 0, 0, 0, 0, 0]}]",80,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[30, 60]"
ChIJJVwBVNBZwokRgNz-BcH0zBk,Agency of Record,"118 E 40th St, New York, NY 10016, USA","['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","{'lat': 40.7501922, 'lng': -73.9775392}",4.6,63, +1 401-230-6550 ,"[{'name': 'Monday', 'data': [19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 32, 17, 17, 17, 26, 21, 13]}, {'name': 'Tuesday', 'data': [4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 60, 56, 30, 21, 30, 43, 41]}, {'name': 'Wednesday', 'data': [47, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 34, 56, 65, 84, 100, 76, 54]}, {'name': 'Thursday', 'data': [36, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 43, 71, 65, 56, 32, 30, 39]}, {'name': 'Friday', 'data': [50, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 13, 30, 76, 86, 95, 63]}, {'name': 'Saturday', 'data': [41, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 56, 39, 41, 56, 76, 97, 97]}, {'name': 'Sunday', 'data': [52, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 23, 10, 4, 2, 13, 28, 36]}]",12,,
ChIJCymazzBZwokR2_335JJgQiE,Tartinery Café - Bar | Grand Central,"Grand Central Station, Lower Level Dining Concourse, 89 E 42nd St, New York, NY 10017, USA","['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7523458, 'lng': -73.9773368}",4.8,, +1 347-642-7090 ,,,,
ChIJ14y5HwNZwokRrNpTpUqpB7Q,Soba Totto,"211 E 43rd St, New York, NY 10017, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7514102, 'lng': -73.97310089999999}",4.3,732, +1 212-377-8947 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 64, 71, 41, 0, 0, 43, 53, 56, 41, 43, 28, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 61, 48, 33, 0, 0, 23, 33, 58, 66, 58, 43, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 71, 76, 51, 0, 0, 35, 53, 66, 66, 41, 20, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 58, 53, 46, 0, 0, 64, 74, 79, 61, 43, 17, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 61, 74, 66, 0, 0, 51, 84, 100, 89, 71, 48, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 35, 38, 38, 28, 17, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]",,,"[45, 120]"
ChIJKeZ6jQJZwokRZit5kTgxqgc,Bierhaus NYC,"712 3rd Ave, New York, NY 10017, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.7525325, 'lng': -73.9733874}",4.3,3071, +1 646-874-9498 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 49, 54, 50, 45, 47, 56, 64, 66, 60, 44, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 43, 52, 53, 54, 64, 73, 85, 84, 70, 47, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 59, 63, 67, 61, 67, 76, 82, 78, 72, 59, 42, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 58, 64, 60, 58, 66, 76, 85, 90, 88, 80, 63, 45]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 41, 55, 64, 67, 74, 80, 88, 94, 100, 94, 78, 61]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 45, 58, 68, 73, 82, 90, 96, 97, 85, 70, 50]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 42, 51, 57, 58, 63, 67, 66, 57, 37, 0, 0]}]",38,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 15, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 0, 0, 0, 0]}]","[60, 150]"
ChIJsS1xLQJZwokRsxzPe8_HLgA,New York Central,"At Grand Central Terminal, 109 E 42nd St, New York, NY 10017, USA","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","{'lat': 40.7520624, 'lng': -73.9763342}",3.9,, +1 646-213-6865 ,,,,
ChIJxVhFGkpZwokR0oTdTXAn_9w,Le Botaniste,"666 3rd Ave, New York, NY 10017, USA","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","{'lat': 40.75137629999999, 'lng': -73.9744448}",4.5,303, +1 917-261-6728 ,,,,
ChIJSzZpuklZwokR4afr0ydJy7Q,Malone's Irish Bar & Restaurant,"692 3rd Ave, New York, NY 10017, USA","['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']","{'lat': 40.7518635, 'lng': -73.9739876}",4.8,161, +1 646-858-0110 ,"[{'name': 'Monday', 'data': [41, 24, 12, 5, 0, 0, 0, 0, 4, 8, 24, 45, 73, 77, 61, 37, 31, 40, 53, 66, 74, 65, 55, 54]}, {'name': 'Tuesday', 'data': [35, 21, 11, 6, 0, 0, 0, 0, 15, 27, 38, 48, 68, 72, 60, 47, 44, 50, 63, 67, 73, 63, 57, 48]}, {'name': 'Wednesday', 'data': [36, 22, 7, 2, 0, 0, 0, 0, 12, 12, 13, 24, 43, 53, 50, 46, 51, 62, 65, 66, 58, 55, 51, 51]}, {'name': 'Thursday', 'data': [35, 20, 8, 7, 0, 0, 0, 0, 13, 18, 22, 31, 52, 64, 62, 62, 67, 78, 90, 100, 100, 90, 80, 76]}, {'name': 'Friday', 'data': [56, 33, 12, 3, 0, 0, 0, 0, 20, 27, 51, 64, 85, 94, 85, 75, 67, 73, 78, 81, 75, 76, 74, 73]}, {'name': 'Saturday', 'data': [55, 42, 25, 17, 0, 0, 0, 0, 0, 0, 0, 13, 22, 35, 41, 42, 33, 40, 44, 54, 58, 62, 58, 55]}, {'name': 'Sunday', 'data': [36, 18, 12, 11, 0, 0, 0, 0, 0, 0, 0, 22, 31, 36, 31, 26, 24, 23, 28, 37, 46, 51, 53, 54]}]",,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 15, 15, 15, 15, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[60, 120]"
ChIJTUnFcYpZwokRnDeckKVR3Nw,Albert’s Bar,"140 E 41st St, New York, NY 10017, USA","['bar', 'point_of_interest', 'establishment']","{'lat': 40.7503629, 'lng': -73.97613299999999}",4.5,186, +1 212-597-9345 ,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 54, 59, 58, 51, 48, 50, 49, 43, 34, 27, 22, 19]}, {'name': 'Tuesday', 'data': [14, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 53, 58, 59, 62, 69, 82, 82, 75, 61, 50, 40, 29]}, {'name': 'Wednesday', 'data': [22, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 50, 59, 67, 75, 83, 96, 99, 91, 69, 52, 37, 22]}, {'name': 'Thursday', 'data': [14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 64, 68, 67, 69, 81, 93, 100, 91, 77, 62, 48, 38]}, {'name': 'Friday', 'data': [24, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 46, 54, 61, 65, 69, 71, 74, 70, 61, 56, 53, 50]}, {'name': 'Saturday', 'data': [32, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 20, 18, 18, 17, 18, 25, 32, 41, 46, 46, 36]}, {'name': 'Sunday', 'data': [20, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 19, 22, 26, 25, 27, 25, 22, 17, 14, 12, 0]}]",44,,"[60, 150]"
